Job_ID  Operation_ID   Start  End    Machine_ID
1	1	0	5	3
1	2	5	111	1
1	3	111	116	3
1	4	116	191	7
1	5	191	196	3
1	6	196	271	9
1	7	271	276	3
1	8	410	413	7
1	9	413	418	3
1	10	418	448	12
1	11	448	453	5
1	12	552	639	8
1	13	639	644	3
1	14	644	674	11
1	15	674	679	3
1	16	722	779	8
1	17	779	784	4
1	18	784	819	10
1	19	819	824	3
1	20	921	925	8
1	21	925	930	5
1	22	930	940	10
1	23	940	945	4
1	24	945	978	7
1	25	978	983	3
1	26	983	1028	10
1	27	1028	1033	3
1	28	1033	1078	7
2	29	103	108	3
2	30	112	218	1
2	31	218	223	3
2	32	280	355	8
2	33	355	360	3
2	34	360	435	9
2	35	435	440	3
2	36	625	628	7
2	37	628	633	4
2	38	633	663	10
2	39	663	668	4
2	40	687	774	7
2	41	774	779	3
2	42	779	809	9
2	43	809	814	3
2	44	814	871	8
2	45	871	876	3
2	46	876	911	10
2	47	911	916	3
2	48	916	920	8
2	49	920	925	3
2	50	925	935	9
2	51	935	940	3
2	52	960	993	8
2	53	993	998	3
2	54	998	1043	11
2	55	1043	1048	3
2	56	1060	1105	8
3	57	210	215	3
3	58	219	325	1
3	59	325	330	3
3	60	330	405	7
3	61	405	410	3
3	62	410	485	10
3	63	485	490	3
3	64	490	493	8
3	65	493	498	3
3	66	498	528	9
3	67	528	533	3
3	68	537	624	7
3	69	624	629	3
3	70	629	659	9
3	71	659	664	3
3	72	664	721	8
3	73	721	726	3
3	74	726	761	10
3	75	761	766	3
3	76	775	779	7
3	77	779	784	5
3	78	784	794	11
3	79	794	799	3
3	80	926	959	8
3	81	959	964	3
3	82	964	1009	9
3	83	1009	1014	3
3	84	1014	1059	8
4	85	0	5	4
4	86	5	111	2
4	87	111	116	4
4	88	116	191	8
4	89	191	196	4
4	90	196	271	10
4	91	271	276	4
4	92	276	279	8
4	93	279	284	3
4	94	284	314	9
4	95	314	319	3
4	96	356	443	8
4	97	443	448	3
4	98	448	478	9
4	99	478	483	3
4	100	494	551	8
4	101	551	556	3
4	102	556	591	10
4	103	591	596	3
4	104	780	784	7
4	105	784	789	3
4	106	789	799	12
4	107	799	804	4
4	108	838	871	7
4	109	871	876	4
4	110	876	921	11
4	111	921	926	4
4	112	979	1024	7
5	113	103	108	4
5	114	112	218	2
5	115	218	223	4
5	116	223	298	7
5	117	298	303	3
5	118	303	378	10
5	119	378	383	3
5	120	406	409	7
5	121	409	414	4
5	122	414	444	11
5	123	444	449	4
5	124	449	536	7
5	125	536	541	3
5	126	541	571	9
5	127	571	576	3
5	128	629	686	7
5	129	686	691	3
5	130	691	726	9
5	131	726	731	4
5	132	780	784	8
5	133	784	789	6
5	134	789	799	13
5	135	799	804	5
5	136	804	837	7
5	137	837	842	3
5	138	842	887	9
5	139	887	892	3
5	140	892	937	7
