Job_ID  Operation_ID   Start  End    Machine_ID
1	1	0	1	5
1	2	2	3	5
1	3	1	6	1
1	4	3	18	2
1	5	18	19	5
1	6	19	20	4
1	7	20	21	5
1	8	6	7	5
1	9	7	8	4
1	10	8	9	5
1	11	21	26	3
1	12	26	27	5
1	13	27	28	4
1	14	28	29	5
1	15	29	69	6
1	16	69	70	5
2	17	4	5	5
2	18	14	15	5
2	19	7	12	1
2	20	19	34	2
2	21	34	35	5
2	22	35	36	4
2	23	36	37	5
2	24	12	13	5
2	25	13	14	4
2	26	16	17	5
2	27	37	42	3
2	28	42	43	5
2	29	43	44	4
2	30	44	45	5
2	31	45	85	7
2	32	85	86	5
3	33	10	11	5
3	34	30	31	5
3	35	13	18	1
3	36	35	50	2
3	37	50	51	5
3	38	51	52	4
3	39	52	53	5
3	40	22	23	5
3	41	23	24	4
3	42	24	25	5
3	43	53	58	3
3	44	58	59	5
3	45	60	61	4
3	46	65	66	5
3	47	70	110	6
3	48	110	111	5
4	49	32	33	5
4	50	46	47	5
4	51	33	38	1
4	52	51	66	2
4	53	67	68	5
4	54	68	69	4
4	55	71	72	5
4	56	38	39	5
4	57	39	40	4
4	58	40	41	5
4	59	72	77	3
4	60	77	78	5
4	61	78	79	4
4	62	81	82	5
4	63	86	126	7
4	64	126	127	5
5	65	48	49	5
5	66	62	63	5
5	67	49	54	1
5	68	67	82	2
5	69	83	84	5
5	70	84	85	4
5	71	87	88	5
5	72	54	55	5
5	73	55	56	4
5	74	56	57	5
5	75	88	93	3
5	76	96	97	5
5	77	101	102	4
5	78	106	107	5
5	79	111	151	6
5	80	151	152	5
