Job_ID  Operation_ID   Start  End    Machine_ID
1	1	0	2	5
1	2	11	23	2
1	3	0	3	6
1	4	22	29	3
1	5	3	9	5
1	6	9	33	4
1	7	23	25	6
1	8	29	32	5
1	9	32	48	1
1	10	29	31	6
1	11	33	38	5
1	12	38	58	2
1	13	58	63	5
1	14	63	82	4
1	15	48	50	5
1	16	82	87	5
1	17	87	90	2
2	18	4	6	6
2	19	91	103	2
2	20	7	10	6
2	21	96	103	3
2	22	10	16	5
2	23	83	107	4
2	24	103	105	5
2	25	103	106	6
2	26	106	122	1
2	27	106	108	5
2	28	107	112	6
2	29	112	132	2
2	30	132	137	5
2	31	137	156	4
2	32	122	124	5
2	33	156	161	5
2	34	161	164	2
3	35	11	13	6
3	36	165	177	2
3	37	14	17	6
3	38	170	177	3
3	39	17	23	5
3	40	157	181	4
3	41	177	179	5
3	42	177	180	6
3	43	180	196	1
3	44	180	182	5
3	45	181	186	6
3	46	186	206	2
3	47	206	211	5
3	48	211	230	4
3	49	196	198	5
3	50	230	235	5
3	51	235	238	2
4	52	18	20	6
4	53	239	251	2
4	54	24	27	5
4	55	244	251	3
4	56	32	38	6
4	57	231	255	4
4	58	251	253	5
4	59	251	254	6
4	60	254	270	1
4	61	254	256	5
4	62	255	260	6
4	63	260	280	2
4	64	280	285	5
4	65	285	304	4
4	66	270	272	5
4	67	304	309	5
4	68	309	312	2
5	69	26	28	6
5	70	313	325	2
5	71	39	42	5
5	72	318	325	3
5	73	39	45	6
5	74	305	329	4
5	75	325	327	5
5	76	325	328	6
5	77	328	344	1
5	78	328	330	5
5	79	329	334	6
5	80	334	354	2
5	81	354	359	5
5	82	359	378	4
5	83	344	346	5
5	84	378	383	5
5	85	383	386	2
