Fitness,OS,MS
3889.0,69,3,22,5,70,73,71,72,20,18,37,75,74,79,78,23,4,80,38,81,52,56,6,21,35,19,28,54,25,27,29,39,30,53,31,36,24,57,44,40,1,2,11,62,10,55,61,59,42,41,45,46,63,82,7,47,76,8,58,77,83,64,26,48,50,43,33,32,60,65,9,67,66,84,34,12,49,51,13,15,14,85,16,17,68,5,5,6,5,2,5,6,3,6,5,6,6,4,6,5,4,3,2,3,6,5,5,4,3,6,2,5,6,5,6,2,5,6,2,4,2,6,4,5,4,6,2,5,6,5,3,5,6,6,6,5,2,2,4,5,5,5,5,6,1,5,6,1,4,6,1,6,6,1,4,1,5,5,5,2,2,5,2,5,6,4,2,6,2,2
3385.0,69,3,22,70,73,71,72,20,75,74,5,79,37,18,78,52,23,4,53,56,80,81,38,54,19,55,58,28,39,44,40,21,27,29,57,30,31,24,42,62,1,35,6,76,2,61,63,36,7,45,11,46,10,47,8,25,59,48,41,64,60,26,43,77,50,65,83,67,9,66,33,82,12,84,15,32,13,14,49,16,34,51,17,68,85,5,6,6,2,5,5,3,5,5,4,6,6,6,6,5,6,4,3,2,6,2,6,3,5,2,3,5,6,5,5,4,3,6,2,4,6,4,5,5,5,6,6,4,6,2,5,2,2,6,5,6,2,6,5,6,5,5,4,6,6,1,1,1,1,6,4,6,5,1,5,6,4,2,5,5,5,6,4,5,5,2,2,2,2,2
2325.0,22,3,69,5,73,20,71,72,74,52,4,79,78,70,37,80,38,18,23,53,54,1,19,42,75,35,2,28,39,21,27,29,30,31,24,58,56,33,6,7,57,36,40,55,62,61,11,10,8,59,81,63,41,60,64,45,66,65,82,44,46,9,47,84,48,67,25,76,77,12,26,15,83,32,13,43,49,50,14,16,85,68,17,51,34,5,5,6,6,6,6,6,3,4,5,3,6,5,2,5,2,3,6,4,2,6,5,2,6,5,6,2,5,6,3,5,2,6,4,5,6,6,5,4,5,4,2,4,3,6,6,6,6,5,6,6,2,5,1,6,6,5,4,4,6,2,1,5,6,4,6,6,5,1,2,1,6,6,6,5,1,5,6,4,6,2,2,2,2,2
2953.0,69,3,22,20,70,71,72,75,18,5,73,74,79,37,78,38,80,23,76,52,4,56,35,54,81,19,28,39,55,21,53,27,29,1,36,30,24,44,6,57,40,2,62,31,11,45,42,82,41,7,61,84,43,63,59,64,10,25,77,65,12,46,47,48,58,83,26,67,13,8,32,60,33,66,68,49,9,15,34,14,50,85,16,17,51,5,5,5,6,2,6,3,5,5,6,5,4,6,6,6,3,2,4,6,6,3,6,6,6,5,2,6,6,3,3,2,6,2,5,2,5,6,5,4,4,4,2,5,4,6,6,5,4,5,6,6,5,1,2,5,6,6,5,1,4,2,2,6,4,6,6,1,6,5,6,5,1,5,5,2,5,1,5,2,4,6,2,5,2,2
4073.5,69,3,22,70,71,72,73,74,20,18,5,78,79,80,37,52,53,38,23,4,75,35,19,76,56,54,39,21,27,28,55,1,36,29,24,44,57,6,58,40,2,30,11,81,45,62,42,61,41,31,7,59,43,10,63,82,25,12,64,46,47,48,26,77,13,60,65,8,32,84,67,66,33,83,49,9,85,15,68,34,14,50,16,17,51,6,6,5,2,5,3,5,4,5,5,6,5,6,2,6,6,2,3,4,3,6,5,2,6,5,5,5,3,5,6,3,5,2,2,6,5,4,4,6,4,2,6,6,5,6,5,5,5,6,4,6,5,1,5,2,4,6,2,6,2,6,4,1,1,5,1,4,6,5,5,5,5,5,5,5,1,2,6,2,2,4,6,6,2,2
1541.5,69,3,22,73,71,72,70,20,74,79,37,78,80,5,35,81,36,4,39,18,52,1,53,56,54,23,38,19,55,28,58,21,27,75,6,29,30,31,41,11,44,24,25,57,76,62,2,61,26,40,10,63,77,42,45,7,64,59,8,46,12,9,47,82,83,43,33,65,67,84,85,60,13,32,66,48,50,15,68,49,34,14,51,16,17,5,5,6,5,5,3,2,5,4,5,5,6,2,6,5,6,2,3,6,6,6,6,2,5,6,4,3,2,3,6,6,3,6,6,4,2,6,4,5,6,5,6,5,4,5,5,2,5,1,4,6,2,1,5,5,6,6,5,6,2,2,1,5,4,5,1,5,4,6,5,2,1,5,6,5,4,6,6,2,6,2,4,2,5,2
1114.5,69,22,3,5,70,73,71,72,4,20,75,74,79,78,80,18,37,81,52,38,23,56,54,35,19,57,53,28,39,1,21,62,27,36,29,30,6,31,24,2,42,55,40,41,33,45,61,59,82,63,11,10,58,12,76,25,7,43,44,77,83,64,8,46,60,47,65,67,48,66,50,26,84,9,32,13,15,34,14,49,68,85,51,16,17,6,6,5,6,2,5,6,3,3,5,6,4,5,6,2,5,6,5,5,3,4,5,5,6,2,4,2,6,5,6,3,5,6,2,2,6,4,4,6,2,6,3,4,5,6,6,6,6,4,2,6,5,6,2,5,5,5,1,5,1,6,6,6,2,1,6,4,6,4,5,6,1,5,1,6,5,6,2,4,5,2,2,2,5,2
2408.5,69,3,22,5,70,71,72,20,75,73,74,79,4,78,18,23,37,80,52,19,76,53,56,28,54,38,35,24,21,36,27,29,58,30,31,39,81,25,6,42,40,1,55,11,10,57,41,62,43,45,61,82,59,2,44,77,46,8,63,26,47,83,12,7,64,48,33,84,60,65,9,67,49,13,32,15,66,34,14,50,51,16,68,85,17,5,5,6,5,2,6,3,5,5,5,4,6,3,5,5,4,5,2,5,2,5,2,6,5,5,3,5,5,3,2,6,2,5,6,4,6,5,6,4,6,4,5,3,6,6,4,5,6,1,5,5,4,6,2,6,1,2,5,2,1,6,6,2,6,6,4,6,5,1,4,1,6,6,6,6,6,5,2,4,5,2,5,2,2,2
1675.0,69,3,22,70,73,5,71,72,74,79,78,4,18,80,81,20,37,38,52,53,56,35,23,19,28,39,82,21,27,29,1,54,30,31,55,24,36,6,44,40,58,42,25,57,62,76,61,11,10,41,2,59,7,45,46,63,8,75,26,47,60,33,48,64,50,65,32,67,77,84,9,83,66,43,12,13,49,15,14,85,68,51,16,34,17,6,5,5,2,5,6,6,3,4,6,6,3,5,2,6,6,6,3,6,2,5,6,4,2,6,6,4,3,6,2,6,5,6,4,3,5,2,4,6,4,6,5,6,4,6,6,6,5,6,5,2,5,5,6,2,2,6,5,1,5,1,5,4,5,5,4,6,6,1,6,1,6,6,1,2,6,6,5,4,2,2,2,5,2,2
1624.5,69,70,3,5,22,73,71,72,20,6,75,74,79,78,4,80,81,37,18,23,52,19,38,56,54,35,28,57,21,53,27,29,30,31,39,1,24,62,36,25,2,26,44,55,40,82,42,41,33,61,59,63,11,10,58,12,76,7,45,46,64,8,77,47,83,60,84,48,65,67,50,66,32,43,9,13,15,14,49,68,85,51,16,34,17,6,2,6,5,5,5,6,3,6,4,6,4,5,5,3,2,6,5,5,4,5,2,3,6,5,6,5,4,3,2,6,2,6,4,5,6,5,5,2,6,2,1,6,3,4,4,6,6,5,5,5,2,5,6,6,2,6,5,6,2,6,6,1,6,5,1,5,4,4,5,5,6,5,1,1,5,5,4,6,2,2,2,5,2,2
2458.5,69,3,22,5,70,71,72,20,4,18,73,37,74,78,79,52,80,75,38,54,55,39,23,1,19,28,56,53,35,6,21,27,29,2,30,31,76,40,42,81,57,61,36,62,82,45,25,44,11,10,59,63,64,12,7,8,77,46,65,47,84,48,41,58,83,33,24,26,67,9,13,32,85,60,15,43,66,50,14,16,49,68,51,17,34,6,6,6,5,2,5,3,5,3,6,5,6,4,5,6,6,2,6,3,5,3,5,4,5,2,5,5,2,6,4,3,5,2,2,6,4,6,4,6,5,4,6,2,6,4,5,5,6,5,5,5,2,5,2,6,5,1,2,4,5,6,4,6,5,6,6,6,1,5,1,6,5,2,1,5,1,6,5,4,6,6,2,2,2,2
38581.0,22,35,3,1,37,2,20,69,7,52,53,56,18,5,23,4,19,71,73,54,74,38,70,55,36,10,6,72,28,21,39,27,29,11,8,30,31,78,79,24,58,76,41,12,13,57,14,25,40,75,9,80,62,77,61,42,26,59,63,64,81,45,44,83,46,65,67,33,47,32,34,60,48,43,16,15,49,66,50,68,82,84,17,85,51,6,6,5,5,6,2,5,5,5,6,2,6,6,6,4,3,2,5,6,5,4,3,2,3,2,6,4,3,5,3,6,5,2,5,5,5,4,6,6,6,6,5,6,2,5,4,4,6,4,5,1,2,6,1,5,5,1,5,2,5,5,5,6,5,2,4,5,5,5,5,2,1,4,1,6,6,5,5,5,2,4,5,2,2,2
2528.5,69,3,22,5,73,71,72,70,4,37,74,78,79,20,80,18,81,35,75,52,39,56,23,54,76,38,1,36,55,28,53,2,41,21,27,19,6,42,29,57,30,7,62,44,11,24,40,77,10,43,61,82,8,63,59,64,25,9,83,65,15,45,31,46,58,84,47,67,49,48,12,60,26,66,68,33,13,32,14,50,51,85,16,34,17,5,5,5,6,5,6,3,2,3,6,4,5,6,6,2,6,6,5,6,6,6,6,4,6,5,3,5,2,3,6,2,2,5,3,5,2,4,5,2,4,5,5,6,5,5,6,4,1,6,1,6,4,5,2,5,5,6,1,6,4,6,5,4,2,6,5,5,5,5,4,2,1,1,6,2,6,5,6,4,6,2,2,5,2,2
1795.5,69,3,5,37,22,70,73,71,4,72,20,74,79,18,78,80,23,39,52,53,1,54,19,28,21,38,56,27,58,29,30,57,31,6,62,24,55,25,2,44,61,7,11,40,63,59,10,81,8,35,64,26,82,76,36,45,60,65,41,46,67,9,47,12,15,48,75,50,66,33,42,77,43,13,83,14,16,32,84,17,49,51,68,85,34,5,6,6,6,5,2,5,6,3,3,5,4,5,6,5,2,4,6,5,2,6,6,2,5,3,3,5,5,5,2,6,4,4,4,6,5,3,5,2,5,6,6,5,4,2,5,6,5,6,5,6,1,4,6,2,6,1,4,5,2,5,1,6,2,6,4,5,6,6,5,5,1,1,5,6,4,5,5,5,2,5,2,2,2,2
2707.5,69,3,22,73,71,70,5,20,18,74,72,78,79,23,37,80,4,75,52,19,53,56,38,54,1,6,2,28,55,21,27,29,30,58,57,62,39,81,31,82,44,40,7,11,76,10,35,77,24,8,9,61,59,36,84,45,46,47,63,48,41,83,60,64,33,65,12,25,26,42,50,66,15,32,13,14,67,85,43,49,16,51,68,17,34,6,6,5,5,6,2,5,6,6,4,3,5,5,4,5,2,3,5,5,2,2,5,3,5,6,4,2,5,3,3,5,2,5,5,4,5,5,5,4,4,5,4,6,6,5,5,5,1,6,6,1,6,6,2,5,6,2,5,2,4,6,6,1,5,5,4,2,5,1,6,5,6,5,5,6,4,6,2,1,6,6,2,2,2,2
7635.0,69,22,3,37,5,70,71,72,20,18,73,74,78,79,80,4,52,75,23,38,56,35,19,54,39,28,57,21,27,53,1,62,6,2,55,29,30,31,36,42,76,40,81,11,41,10,61,12,59,45,63,58,82,25,77,43,44,64,84,7,60,65,8,46,67,47,83,66,48,33,24,68,9,50,26,32,13,49,15,14,16,51,17,85,34,5,6,5,6,5,2,6,3,6,6,5,4,6,5,2,3,6,6,4,3,6,5,2,6,6,5,4,3,5,2,5,5,4,2,3,2,5,4,2,5,5,4,5,6,5,6,6,2,6,6,2,5,4,5,1,1,6,6,6,6,1,4,5,2,6,5,6,5,4,6,6,2,1,5,1,6,6,6,5,4,5,2,2,2,2
6557.5,69,3,5,22,70,56,4,52,73,71,72,20,18,74,79,78,37,80,53,23,81,57,19,54,38,55,28,58,35,62,21,75,27,29,30,39,1,36,31,6,33,2,42,40,41,45,24,61,25,11,10,63,12,82,7,43,84,44,59,64,76,60,8,46,77,47,26,48,65,67,50,9,66,13,15,32,14,49,68,51,83,85,16,34,17,6,5,6,5,2,5,3,6,6,6,3,6,6,4,5,6,6,2,2,4,5,4,2,6,3,3,6,5,6,6,3,6,6,2,6,5,5,2,4,4,5,2,5,4,6,5,5,6,5,5,6,2,2,4,5,1,5,5,5,5,6,1,5,2,1,6,1,4,4,6,5,1,5,5,5,5,4,6,2,2,5,2,5,2,2
3237.5,69,3,22,5,73,71,37,70,4,74,72,78,79,20,80,18,52,56,54,23,55,53,38,57,75,1,19,62,21,35,61,28,24,63,6,27,29,39,30,31,2,8,25,36,40,81,59,64,7,42,82,41,76,45,65,44,11,26,67,77,46,58,10,60,84,83,47,66,9,68,48,43,32,12,33,15,85,49,13,50,51,14,16,17,34,5,6,5,6,5,6,6,2,3,4,3,5,6,5,2,5,6,5,5,4,3,2,3,4,6,5,2,6,3,5,5,5,6,2,4,5,2,5,5,4,2,5,5,2,4,6,6,6,6,5,4,6,5,5,4,5,5,1,5,1,2,5,6,1,6,5,6,5,1,2,4,1,6,2,5,5,2,6,5,5,2,4,5,2,2
1821.0,69,22,3,37,5,70,73,71,20,18,72,74,79,78,80,4,52,81,23,56,54,57,19,35,38,28,39,21,27,53,1,62,6,2,55,29,30,31,61,36,82,42,76,11,40,10,59,12,63,58,41,45,75,25,77,64,60,43,84,7,44,46,8,47,48,65,83,50,49,33,24,67,9,66,26,32,13,68,15,14,16,51,17,85,34,5,6,5,5,5,2,6,5,6,6,3,4,5,5,2,3,6,6,4,5,6,4,2,5,3,5,5,3,5,2,5,6,4,2,3,2,5,4,5,2,4,5,6,6,4,5,5,2,2,5,5,6,5,6,1,5,1,1,6,6,6,2,5,5,4,4,6,5,5,5,6,5,1,6,1,6,6,2,6,4,5,2,2,2,2
