35.0,3.0,5.0,4.0,6.0,11.0,37.0,18.0,71.0,1.0,56.0,38.0,2.0,54.0,69.0,10.0,22.0,23.0,19.0,36.0,73.0,7.0,20.0,74.0,24.0,39.0,52.0,12.0,70.0,72.0,44.0,21.0,40.0,78.0,13.0,79.0,27.0,76.0,28.0,53.0,25.0,55.0,14.0,8.0,57.0,80.0,45.0,81.0,62.0,16.0,82.0,42.0,58.0,84.0,59.0,75.0,29.0,9.0,15.0,61.0,46.0,30.0,26.0,41.0,43.0,49.0,17.0,77.0,60.0,63.0,31.0,83.0,66.0,47.0,85.0,32.0,48.0,50.0,64.0,65.0,33.0,51.0,67.0,68.0,34.0,5.0,6.0,5.0,3.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,3.0,2.0,5.0,6.0,6.0,6.0,4.0,2.0,2.0,6.0,5.0,5.0,4.0,6.0,5.0,6.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,2.0,6.0,3.0,4.0,6.0,4.0,2.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,2.0,1.0,6.0,6.0,2.0,5.0,1.0,6.0,1.0,6.0,2.0,1.0,1.0,2.0,4.0,6.0,6.0,6.0,2.0,6.0,4.0,5.0,6.0,4.0,6.0,2.0,6.0,2.0,2.0
35.0,3.0,5.0,4.0,6.0,11.0,37.0,18.0,71.0,1.0,56.0,38.0,10.0,54.0,2.0,69.0,36.0,22.0,23.0,19.0,39.0,20.0,73.0,42.0,24.0,52.0,12.0,70.0,44.0,13.0,72.0,40.0,55.0,74.0,7.0,8.0,14.0,57.0,21.0,76.0,61.0,16.0,79.0,62.0,53.0,27.0,45.0,63.0,58.0,59.0,78.0,9.0,80.0,64.0,25.0,41.0,81.0,46.0,82.0,84.0,43.0,75.0,15.0,47.0,28.0,77.0,65.0,83.0,60.0,26.0,29.0,67.0,17.0,49.0,48.0,85.0,32.0,66.0,50.0,30.0,31.0,33.0,51.0,68.0,34.0,6.0,5.0,5.0,3.0,4.0,6.0,6.0,5.0,6.0,5.0,6.0,3.0,5.0,6.0,2.0,6.0,2.0,6.0,4.0,2.0,5.0,6.0,5.0,5.0,6.0,5.0,2.0,2.0,5.0,6.0,3.0,4.0,3.0,4.0,6.0,6.0,4.0,4.0,3.0,6.0,5.0,5.0,6.0,5.0,2.0,5.0,6.0,2.0,5.0,6.0,5.0,1.0,2.0,6.0,6.0,6.0,6.0,2.0,4.0,5.0,1.0,6.0,6.0,5.0,6.0,1.0,4.0,6.0,1.0,1.0,2.0,6.0,2.0,6.0,4.0,2.0,6.0,6.0,5.0,5.0,4.0,6.0,2.0,2.0,2.0
35.0,3.0,5.0,4.0,6.0,11.0,37.0,18.0,1.0,71.0,56.0,38.0,10.0,54.0,2.0,36.0,42.0,22.0,23.0,19.0,69.0,20.0,12.0,73.0,24.0,55.0,74.0,7.0,70.0,39.0,44.0,13.0,72.0,21.0,8.0,27.0,14.0,78.0,52.0,16.0,57.0,28.0,40.0,62.0,45.0,53.0,61.0,25.0,9.0,46.0,58.0,59.0,63.0,79.0,76.0,80.0,29.0,41.0,15.0,43.0,64.0,49.0,47.0,17.0,65.0,81.0,30.0,26.0,82.0,48.0,84.0,50.0,60.0,75.0,31.0,77.0,83.0,32.0,51.0,66.0,85.0,67.0,33.0,68.0,34.0,5.0,6.0,5.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,3.0,6.0,6.0,2.0,2.0,5.0,6.0,4.0,2.0,5.0,6.0,2.0,6.0,5.0,3.0,4.0,6.0,2.0,6.0,6.0,5.0,3.0,3.0,6.0,5.0,4.0,5.0,6.0,5.0,4.0,6.0,4.0,5.0,6.0,2.0,6.0,6.0,1.0,2.0,6.0,6.0,2.0,6.0,5.0,2.0,2.0,6.0,6.0,1.0,5.0,5.0,5.0,2.0,4.0,6.0,6.0,1.0,4.0,4.0,5.0,5.0,1.0,5.0,4.0,1.0,5.0,6.0,2.0,6.0,2.0,5.0,5.0,2.0,2.0
35.0,37.0,3.0,5.0,6.0,11.0,4.0,38.0,18.0,71.0,1.0,56.0,10.0,2.0,54.0,44.0,69.0,22.0,23.0,19.0,36.0,73.0,20.0,74.0,24.0,42.0,55.0,12.0,70.0,13.0,39.0,21.0,72.0,7.0,27.0,8.0,14.0,28.0,52.0,78.0,76.0,79.0,40.0,45.0,25.0,80.0,57.0,62.0,53.0,81.0,61.0,46.0,82.0,16.0,84.0,9.0,58.0,59.0,29.0,15.0,63.0,75.0,41.0,43.0,49.0,30.0,26.0,47.0,17.0,64.0,31.0,65.0,60.0,77.0,32.0,83.0,66.0,48.0,85.0,33.0,50.0,51.0,67.0,68.0,34.0,5.0,6.0,5.0,5.0,4.0,6.0,3.0,3.0,6.0,5.0,5.0,5.0,5.0,2.0,6.0,5.0,5.0,5.0,4.0,2.0,2.0,5.0,6.0,4.0,6.0,6.0,3.0,2.0,2.0,6.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,6.0,6.0,2.0,4.0,5.0,2.0,5.0,6.0,2.0,4.0,5.0,6.0,1.0,5.0,6.0,2.0,6.0,2.0,5.0,6.0,1.0,6.0,5.0,1.0,5.0,2.0,6.0,4.0,4.0,1.0,1.0,5.0,6.0,6.0,4.0,2.0,6.0,5.0,2.0,5.0,2.0,2.0
35.0,3.0,5.0,4.0,6.0,11.0,37.0,18.0,71.0,1.0,56.0,38.0,10.0,54.0,2.0,69.0,22.0,23.0,19.0,36.0,73.0,20.0,74.0,42.0,24.0,52.0,12.0,72.0,13.0,39.0,70.0,44.0,7.0,8.0,14.0,57.0,21.0,55.0,61.0,40.0,78.0,28.0,76.0,16.0,62.0,53.0,27.0,79.0,45.0,46.0,63.0,58.0,59.0,9.0,41.0,64.0,25.0,80.0,81.0,15.0,43.0,82.0,29.0,49.0,75.0,47.0,60.0,26.0,30.0,65.0,77.0,17.0,48.0,83.0,84.0,32.0,66.0,85.0,50.0,31.0,67.0,33.0,51.0,68.0,34.0,5.0,6.0,5.0,3.0,4.0,6.0,5.0,5.0,6.0,5.0,6.0,3.0,6.0,6.0,2.0,6.0,6.0,4.0,2.0,2.0,5.0,5.0,4.0,6.0,5.0,5.0,2.0,3.0,6.0,6.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,2.0,5.0,6.0,5.0,2.0,2.0,5.0,5.0,1.0,6.0,6.0,6.0,2.0,6.0,5.0,1.0,4.0,2.0,5.0,5.0,5.0,1.0,1.0,6.0,4.0,1.0,2.0,4.0,6.0,6.0,5.0,5.0,2.0,5.0,4.0,5.0,6.0,2.0,2.0,2.0
35.0,3.0,5.0,4.0,6.0,11.0,37.0,38.0,71.0,1.0,56.0,18.0,10.0,54.0,2.0,69.0,22.0,36.0,39.0,70.0,23.0,73.0,74.0,19.0,42.0,72.0,12.0,13.0,44.0,7.0,76.0,40.0,45.0,8.0,9.0,14.0,78.0,52.0,20.0,46.0,24.0,57.0,21.0,27.0,55.0,61.0,62.0,53.0,16.0,79.0,75.0,63.0,58.0,80.0,59.0,28.0,81.0,15.0,25.0,41.0,82.0,84.0,64.0,43.0,49.0,77.0,29.0,30.0,47.0,48.0,50.0,26.0,60.0,17.0,31.0,83.0,32.0,65.0,85.0,51.0,66.0,67.0,33.0,68.0,34.0,5.0,6.0,5.0,3.0,4.0,6.0,6.0,3.0,6.0,5.0,6.0,5.0,6.0,6.0,2.0,5.0,6.0,2.0,6.0,2.0,4.0,5.0,4.0,2.0,6.0,3.0,2.0,5.0,5.0,6.0,6.0,4.0,6.0,6.0,1.0,4.0,6.0,5.0,6.0,2.0,6.0,4.0,3.0,6.0,3.0,5.0,5.0,2.0,5.0,6.0,5.0,2.0,5.0,2.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,1.0,5.0,1.0,2.0,5.0,6.0,4.0,6.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,2.0,2.0,6.0,5.0,6.0,2.0,2.0
35.0,3.0,5.0,4.0,6.0,11.0,37.0,18.0,71.0,1.0,56.0,38.0,10.0,54.0,2.0,69.0,22.0,23.0,19.0,36.0,73.0,74.0,20.0,70.0,42.0,24.0,52.0,12.0,72.0,13.0,39.0,7.0,44.0,78.0,8.0,14.0,21.0,57.0,16.0,55.0,79.0,61.0,76.0,80.0,27.0,9.0,62.0,53.0,63.0,40.0,45.0,58.0,59.0,15.0,25.0,64.0,81.0,17.0,46.0,82.0,28.0,60.0,84.0,26.0,75.0,41.0,29.0,43.0,49.0,65.0,47.0,32.0,77.0,30.0,31.0,83.0,66.0,48.0,85.0,33.0,50.0,67.0,51.0,68.0,34.0,6.0,6.0,5.0,3.0,4.0,6.0,6.0,5.0,6.0,5.0,6.0,3.0,5.0,6.0,2.0,6.0,5.0,4.0,2.0,2.0,6.0,4.0,5.0,2.0,5.0,6.0,6.0,2.0,3.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,6.0,6.0,2.0,5.0,1.0,6.0,2.0,2.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,2.0,2.0,4.0,5.0,1.0,5.0,1.0,6.0,6.0,2.0,1.0,5.0,4.0,5.0,6.0,1.0,5.0,4.0,6.0,6.0,4.0,2.0,6.0,6.0,6.0,2.0,2.0,2.0
35.0,3.0,5.0,4.0,6.0,11.0,37.0,18.0,71.0,1.0,69.0,38.0,10.0,56.0,54.0,22.0,23.0,19.0,20.0,73.0,36.0,74.0,42.0,24.0,52.0,2.0,70.0,7.0,39.0,44.0,12.0,72.0,21.0,8.0,27.0,13.0,40.0,78.0,76.0,55.0,79.0,61.0,28.0,41.0,57.0,80.0,53.0,59.0,62.0,29.0,81.0,82.0,58.0,25.0,63.0,26.0,14.0,75.0,30.0,43.0,45.0,64.0,77.0,9.0,15.0,65.0,16.0,46.0,47.0,17.0,83.0,49.0,84.0,85.0,31.0,60.0,48.0,32.0,66.0,50.0,33.0,51.0,67.0,68.0,34.0,5.0,6.0,6.0,3.0,4.0,6.0,5.0,5.0,6.0,6.0,5.0,3.0,6.0,6.0,5.0,6.0,4.0,2.0,6.0,6.0,2.0,4.0,5.0,6.0,6.0,2.0,2.0,6.0,6.0,6.0,2.0,3.0,3.0,5.0,6.0,5.0,4.0,6.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,6.0,6.0,2.0,6.0,4.0,6.0,6.0,2.0,1.0,4.0,6.0,6.0,1.0,6.0,5.0,1.0,1.0,5.0,4.0,5.0,2.0,5.0,2.0,6.0,5.0,5.0,2.0,4.0,1.0,4.0,6.0,5.0,5.0,5.0,2.0,6.0,2.0,2.0
35.0,3.0,5.0,4.0,6.0,11.0,37.0,18.0,71.0,1.0,56.0,38.0,10.0,54.0,2.0,69.0,22.0,23.0,19.0,36.0,73.0,20.0,74.0,42.0,24.0,52.0,12.0,72.0,13.0,39.0,70.0,44.0,40.0,7.0,8.0,14.0,21.0,45.0,57.0,78.0,28.0,76.0,46.0,55.0,27.0,79.0,61.0,62.0,16.0,9.0,53.0,15.0,41.0,63.0,25.0,58.0,59.0,80.0,81.0,17.0,43.0,82.0,29.0,49.0,75.0,64.0,47.0,26.0,30.0,48.0,77.0,50.0,60.0,83.0,84.0,32.0,65.0,66.0,85.0,51.0,31.0,33.0,67.0,68.0,34.0,5.0,6.0,5.0,3.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,3.0,6.0,6.0,2.0,6.0,5.0,4.0,2.0,2.0,5.0,6.0,4.0,5.0,5.0,5.0,2.0,3.0,5.0,6.0,2.0,5.0,4.0,6.0,5.0,4.0,3.0,6.0,4.0,5.0,5.0,6.0,2.0,3.0,6.0,5.0,5.0,6.0,5.0,1.0,2.0,6.0,5.0,2.0,6.0,6.0,5.0,2.0,6.0,2.0,1.0,4.0,2.0,5.0,5.0,6.0,6.0,1.0,6.0,4.0,1.0,6.0,1.0,6.0,6.0,5.0,4.0,5.0,2.0,2.0,4.0,6.0,6.0,2.0,2.0
35.0,3.0,5.0,6.0,11.0,71.0,18.0,56.0,1.0,37.0,54.0,69.0,4.0,38.0,2.0,22.0,23.0,19.0,36.0,73.0,20.0,74.0,42.0,24.0,70.0,72.0,10.0,12.0,13.0,44.0,7.0,21.0,78.0,8.0,76.0,14.0,27.0,52.0,28.0,55.0,79.0,57.0,25.0,39.0,80.0,59.0,29.0,30.0,61.0,62.0,75.0,41.0,81.0,53.0,82.0,63.0,26.0,31.0,58.0,84.0,9.0,40.0,43.0,45.0,46.0,64.0,15.0,60.0,65.0,77.0,16.0,83.0,32.0,47.0,49.0,48.0,33.0,85.0,66.0,50.0,51.0,67.0,68.0,17.0,34.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,3.0,3.0,2.0,6.0,4.0,2.0,2.0,6.0,5.0,4.0,5.0,5.0,2.0,3.0,5.0,2.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,4.0,6.0,6.0,5.0,3.0,5.0,4.0,6.0,6.0,2.0,6.0,2.0,6.0,6.0,5.0,6.0,6.0,6.0,2.0,4.0,2.0,1.0,4.0,6.0,6.0,1.0,4.0,1.0,5.0,2.0,6.0,5.0,1.0,4.0,1.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,2.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0
